
Year,"Country / territory of asylum/residence",Origin,"Population type",Value
2018,Cyprus,Cuba,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Dominican Rep.",Asylum-seekers,*
2018,Cyprus,Algeria,Asylum-seekers,7
2018,Cyprus,Algeria,"Refugees (incl. refugee-like situations)",8
2018,Cyprus,Egypt,Asylum-seekers,706
2018,Cyprus,Egypt,"Refugees (incl. refugee-like situations)",110
2018,Cyprus,Eritrea,Asylum-seekers,*
2018,Cyprus,Eritrea,"Refugees (incl. refugee-like situations)",53
2018,Cyprus,Ethiopia,Asylum-seekers,12
2018,Cyprus,Ethiopia,"Refugees (incl. refugee-like situations)",10
2018,Cyprus,"United Kingdom",Asylum-seekers,*
2018,Cyprus,Georgia,Asylum-seekers,476
2018,Cyprus,Georgia,"Refugees (incl. refugee-like situations)",85
2018,Cyprus,Ghana,Asylum-seekers,11
2018,Cyprus,Ghana,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Guinea,Asylum-seekers,17
2018,Cyprus,Guinea,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Gambia,Asylum-seekers,58
2018,Cyprus,Gambia,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Croatia,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Indonesia,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,India,Asylum-seekers,980
2018,Cyprus,India,"Refugees (incl. refugee-like situations)",7
2018,Cyprus,"Iran (Islamic Rep. of)",Asylum-seekers,266
2018,Cyprus,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",550
2018,Cyprus,Iraq,Asylum-seekers,447
2018,Cyprus,Iraq,"Refugees (incl. refugee-like situations)",890
2018,Cyprus,Israel,Asylum-seekers,*
2018,Cyprus,Jordan,Asylum-seekers,72
2018,Cyprus,Jordan,"Refugees (incl. refugee-like situations)",38
2018,Cyprus,Kazakhstan,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Kenya,Asylum-seekers,*
2018,Cyprus,Kyrgyzstan,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Lebanon,Asylum-seekers,45
2018,Cyprus,Lebanon,"Refugees (incl. refugee-like situations)",52
2018,Cyprus,Liberia,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Libya,Asylum-seekers,9
2018,Cyprus,Libya,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Sri Lanka",Asylum-seekers,364
2018,Cyprus,"Sri Lanka","Refugees (incl. refugee-like situations)",25
2018,Cyprus,Morocco,Asylum-seekers,6
2018,Cyprus,Morocco,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Rep. of Moldova",Asylum-seekers,5
2018,Cyprus,"Rep. of Moldova","Refugees (incl. refugee-like situations)",18
2018,Cyprus,"The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Mali,Asylum-seekers,*
2018,Cyprus,Mali,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Nigeria,Asylum-seekers,190
2018,Cyprus,Nigeria,"Refugees (incl. refugee-like situations)",12
2018,Cyprus,Nepal,Asylum-seekers,207
2018,Cyprus,Nepal,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Pakistan,Asylum-seekers,592
2018,Cyprus,Pakistan,"Refugees (incl. refugee-like situations)",17
2018,Cyprus,Philippines,Asylum-seekers,187
2018,Cyprus,Philippines,"Refugees (incl. refugee-like situations)",12
2018,Cyprus,Palestinian,Asylum-seekers,295
2018,Cyprus,Palestinian,"Refugees (incl. refugee-like situations)",1997
2018,Cyprus,Romania,Asylum-seekers,*
2018,Cyprus,"Russian Federation",Asylum-seekers,45
2018,Cyprus,"Russian Federation","Refugees (incl. refugee-like situations)",77
2018,Cyprus,Rwanda,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Sudan,Asylum-seekers,*
2018,Cyprus,Sudan,"Refugees (incl. refugee-like situations)",13
2018,Cyprus,Senegal,Asylum-seekers,24
2018,Cyprus,Senegal,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Sierra Leone",Asylum-seekers,*
2018,Cyprus,"Sierra Leone","Refugees (incl. refugee-like situations)",24
2018,Cyprus,Somalia,Asylum-seekers,256
2018,Cyprus,Somalia,"Refugees (incl. refugee-like situations)",184
2018,Cyprus,"Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,5
2018,Cyprus,"Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",59
2018,Cyprus,"Syrian Arab Rep.",Asylum-seekers,2554
2018,Cyprus,"Syrian Arab Rep.","Others of concern",6000
2018,Cyprus,"Syrian Arab Rep.","Refugees (incl. refugee-like situations)",6259
2018,Cyprus,Togo,Asylum-seekers,*
2018,Cyprus,Togo,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Tajikistan,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Turkmenistan,Asylum-seekers,*
2018,Cyprus,Tunisia,Asylum-seekers,*
2018,Cyprus,Tunisia,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,Turkey,Asylum-seekers,111
2018,Cyprus,Turkey,"Refugees (incl. refugee-like situations)",210
2018,Cyprus,Ukraine,Asylum-seekers,120
2018,Cyprus,Ukraine,"Refugees (incl. refugee-like situations)",30
2018,Cyprus,Uzbekistan,Asylum-seekers,5
2018,Cyprus,Uzbekistan,"Refugees (incl. refugee-like situations)",*
2018,Cyprus,"Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2018,Cyprus,"Viet Nam",Asylum-seekers,530
2018,Cyprus,"Viet Nam","Refugees (incl. refugee-like situations)",*
2018,Cyprus,Stateless,"Refugees (incl. refugee-like situations)",56
2018,Cyprus,Various/Unknown,Asylum-seekers,8
2018,Cyprus,Yemen,Asylum-seekers,9
2018,Cyprus,Yemen,"Refugees (incl. refugee-like situations)",20
2018,Cyprus,"South Africa",Asylum-seekers,*
2018,Cyprus,Zimbabwe,Asylum-seekers,14
2018,Cyprus,Zimbabwe,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Afghanistan,Asylum-seekers,16
2018,"Czech Rep.",Afghanistan,"Refugees (incl. refugee-like situations)",46
2018,"Czech Rep.",Angola,Asylum-seekers,*
2018,"Czech Rep.",Angola,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Albania,Asylum-seekers,*
2018,"Czech Rep.",Armenia,Asylum-seekers,74
2018,"Czech Rep.",Armenia,"Refugees (incl. refugee-like situations)",29
2018,"Czech Rep.",Azerbaijan,Asylum-seekers,32
2018,"Czech Rep.",Azerbaijan,"Refugees (incl. refugee-like situations)",18
2018,"Czech Rep.",Burundi,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.","Burkina Faso","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Bangladesh,Asylum-seekers,*
2018,"Czech Rep.",Bulgaria,Asylum-seekers,*
2018,"Czech Rep.","Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",5
2018,"Czech Rep.",Belarus,Asylum-seekers,16
2018,"Czech Rep.",Belarus,"Refugees (incl. refugee-like situations)",232
2018,"Czech Rep.",China,Asylum-seekers,*
2018,"Czech Rep.",China,"Refugees (incl. refugee-like situations)",20
2018,"Czech Rep.","Côte d'Ivoire","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Cameroon,Asylum-seekers,*
2018,"Czech Rep.",Cameroon,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.","Dem. Rep. of the Congo",Asylum-seekers,*
2018,"Czech Rep.","Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",8
2018,"Czech Rep.",Congo,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Colombia,Asylum-seekers,*
2018,"Czech Rep.",Cuba,Asylum-seekers,25
2018,"Czech Rep.",Cuba,"Refugees (incl. refugee-like situations)",61
2018,"Czech Rep.",Algeria,Asylum-seekers,8
2018,"Czech Rep.",Egypt,Asylum-seekers,7
2018,"Czech Rep.",Egypt,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Eritrea,Asylum-seekers,*
2018,"Czech Rep.",Eritrea,"Refugees (incl. refugee-like situations)",13
2018,"Czech Rep.",Ethiopia,Asylum-seekers,*
2018,"Czech Rep.",Ethiopia,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Georgia,Asylum-seekers,45
2018,"Czech Rep.",Georgia,"Refugees (incl. refugee-like situations)",16
2018,"Czech Rep.",Ghana,Asylum-seekers,*
2018,"Czech Rep.",Guinea,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Gambia,Asylum-seekers,*
2018,"Czech Rep.",India,Asylum-seekers,5
2018,"Czech Rep.",India,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.","Iran (Islamic Rep. of)",Asylum-seekers,8
2018,"Czech Rep.","Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",8
2018,"Czech Rep.",Iraq,Asylum-seekers,21
2018,"Czech Rep.",Iraq,"Refugees (incl. refugee-like situations)",172
2018,"Czech Rep.",Jordan,Asylum-seekers,5
2018,"Czech Rep.",Jordan,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Kazakhstan,Asylum-seekers,24
2018,"Czech Rep.",Kazakhstan,"Refugees (incl. refugee-like situations)",120
2018,"Czech Rep.",Kenya,Asylum-seekers,*
2018,"Czech Rep.",Kyrgyzstan,Asylum-seekers,18
2018,"Czech Rep.",Kyrgyzstan,"Refugees (incl. refugee-like situations)",14
2018,"Czech Rep.",Lebanon,Asylum-seekers,*
2018,"Czech Rep.",Lebanon,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Libya,Asylum-seekers,14
2018,"Czech Rep.",Libya,"Refugees (incl. refugee-like situations)",14
2018,"Czech Rep.","Sri Lanka","Refugees (incl. refugee-like situations)",7
2018,"Czech Rep.",Morocco,Asylum-seekers,*
2018,"Czech Rep.",Morocco,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.","Rep. of Moldova",Asylum-seekers,7
2018,"Czech Rep.","Rep. of Moldova","Refugees (incl. refugee-like situations)",19
2018,"Czech Rep.",Mexico,Asylum-seekers,*
2018,"Czech Rep.","The former Yugoslav Republic of Macedonia","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Myanmar,Asylum-seekers,*
2018,"Czech Rep.",Myanmar,"Refugees (incl. refugee-like situations)",145
2018,"Czech Rep.",Mongolia,Asylum-seekers,6
2018,"Czech Rep.",Mongolia,"Refugees (incl. refugee-like situations)",6
2018,"Czech Rep.",Niger,Asylum-seekers,*
2018,"Czech Rep.",Nigeria,Asylum-seekers,17
2018,"Czech Rep.",Nigeria,"Refugees (incl. refugee-like situations)",8
2018,"Czech Rep.",Nepal,Asylum-seekers,*
2018,"Czech Rep.",Nepal,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Pakistan,Asylum-seekers,23
2018,"Czech Rep.",Pakistan,"Refugees (incl. refugee-like situations)",13
2018,"Czech Rep.","Russian Federation",Asylum-seekers,53
2018,"Czech Rep.","Russian Federation","Refugees (incl. refugee-like situations)",148
2018,"Czech Rep.","Saudi Arabia","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Sudan,Asylum-seekers,*
2018,"Czech Rep.",Sudan,"Refugees (incl. refugee-like situations)",11
2018,"Czech Rep.",Senegal,Asylum-seekers,*
2018,"Czech Rep.","Sierra Leone","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Somalia,Asylum-seekers,*
2018,"Czech Rep.",Somalia,"Refugees (incl. refugee-like situations)",10
2018,"Czech Rep.","Serbia and Kosovo (S/RES/1244 (1999))",Asylum-seekers,*
2018,"Czech Rep.","Serbia and Kosovo (S/RES/1244 (1999))","Refugees (incl. refugee-like situations)",9
2018,"Czech Rep.","Syrian Arab Rep.",Asylum-seekers,8
2018,"Czech Rep.","Syrian Arab Rep.","Refugees (incl. refugee-like situations)",448
2018,"Czech Rep.",Togo,Asylum-seekers,*
2018,"Czech Rep.",Togo,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Tajikistan,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Turkmenistan,"Refugees (incl. refugee-like situations)",7
2018,"Czech Rep.",Tunisia,Asylum-seekers,8
2018,"Czech Rep.",Turkey,Asylum-seekers,20
2018,"Czech Rep.",Turkey,"Refugees (incl. refugee-like situations)",5
2018,"Czech Rep.",Uganda,Asylum-seekers,*
2018,"Czech Rep.",Uganda,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Ukraine,Asylum-seekers,241
2018,"Czech Rep.",Ukraine,"Refugees (incl. refugee-like situations)",318
2018,"Czech Rep.",Uzbekistan,Asylum-seekers,52
2018,"Czech Rep.",Uzbekistan,"Refugees (incl. refugee-like situations)",72
2018,"Czech Rep.","Venezuela (Bolivarian Republic of)",Asylum-seekers,*
2018,"Czech Rep.","Venezuela (Bolivarian Republic of)","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.","Viet Nam",Asylum-seekers,45
2018,"Czech Rep.","Viet Nam","Refugees (incl. refugee-like situations)",16
2018,"Czech Rep.",Stateless,Asylum-seekers,15
2018,"Czech Rep.",Stateless,"Refugees (incl. refugee-like situations)",98
2018,"Czech Rep.",Stateless,"Stateless persons",1502
2018,"Czech Rep.",Various/Unknown,Asylum-seekers,1077
2018,"Czech Rep.",Various/Unknown,"Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Yemen,Asylum-seekers,*
2018,"Czech Rep.",Yemen,"Refugees (incl. refugee-like situations)",15
2018,"Czech Rep.","South Africa","Refugees (incl. refugee-like situations)",*
2018,"Czech Rep.",Zimbabwe,"Refugees (incl. refugee-like situations)",*
2018,Germany,Afghanistan,Asylum-seekers,65838
2018,Germany,Afghanistan,"Refugees (incl. refugee-like situations)",126018
2018,Germany,Angola,Asylum-seekers,372
2018,Germany,Angola,"Refugees (incl. refugee-like situations)",846
2018,Germany,Albania,Asylum-seekers,3146
2018,Germany,Albania,"Refugees (incl. refugee-like situations)",1170
2018,Germany,Andorra,"Refugees (incl. refugee-like situations)",*
2018,Germany,"United Arab Emirates",Asylum-seekers,5
2018,Germany,"United Arab Emirates","Refugees (incl. refugee-like situations)",33
2018,Germany,Argentina,Asylum-seekers,9
2018,Germany,Argentina,"Refugees (incl. refugee-like situations)",14
2018,Germany,Armenia,Asylum-seekers,7262
2018,Germany,Armenia,"Refugees (incl. refugee-like situations)",2474
2018,Germany,Australia,"Refugees (incl. refugee-like situations)",*
2018,Germany,Austria,Asylum-seekers,*
2018,Germany,Austria,"Refugees (incl. refugee-like situations)",*
2018,Germany,Azerbaijan,Asylum-seekers,6195
2018,Germany,Azerbaijan,"Refugees (incl. refugee-like situations)",3643
2018,Germany,Burundi,Asylum-seekers,55
2018,Germany,Burundi,"Refugees (incl. refugee-like situations)",106
2018,Germany,Belgium,Asylum-seekers,*
2018,Germany,Belgium,"Refugees (incl. refugee-like situations)",5
2018,Germany,Benin,Asylum-seekers,237
2018,Germany,Benin,"Refugees (incl. refugee-like situations)",82
2018,Germany,"Burkina Faso",Asylum-seekers,190
2018,Germany,"Burkina Faso","Refugees (incl. refugee-like situations)",82
2018,Germany,Bangladesh,Asylum-seekers,1341
2018,Germany,Bangladesh,"Refugees (incl. refugee-like situations)",706
2018,Germany,Bulgaria,Asylum-seekers,13
2018,Germany,Bulgaria,"Refugees (incl. refugee-like situations)",78
2018,Germany,Bahrain,Asylum-seekers,16
2018,Germany,Bahrain,"Refugees (incl. refugee-like situations)",79
2018,Germany,Bahamas,"Refugees (incl. refugee-like situations)",*
2018,Germany,"Bosnia and Herzegovina",Asylum-seekers,665
2018,Germany,"Bosnia and Herzegovina","Refugees (incl. refugee-like situations)",1473
2018,Germany,Belarus,Asylum-seekers,283
2018,Germany,Belarus,"Refugees (incl. refugee-like situations)",186
2018,Germany,Belize,Asylum-seekers,*
2018,Germany,"Bolivia (Plurinational State of)","Refugees (incl. refugee-like situations)",6
2018,Germany,Brazil,Asylum-seekers,29
2018,Germany,Brazil,"Refugees (incl. refugee-like situations)",32
2018,Germany,Barbados,"Refugees (incl. refugee-like situations)",*
2018,Germany,Bhutan,Asylum-seekers,5
2018,Germany,Bhutan,"Refugees (incl. refugee-like situations)",22
2018,Germany,Botswana,Asylum-seekers,*
2018,Germany,Botswana,"Refugees (incl. refugee-like situations)",*
2018,Germany,"Central African Rep.",Asylum-seekers,54
2018,Germany,"Central African Rep.","Refugees (incl. refugee-like situations)",37
2018,Germany,Canada,Asylum-seekers,*
2018,Germany,Canada,"Refugees (incl. refugee-like situations)",24
2018,Germany,Switzerland,Asylum-seekers,*
2018,Germany,Switzerland,"Refugees (incl. refugee-like situations)",*
2018,Germany,Chile,"Refugees (incl. refugee-like situations)",170
2018,Germany,China,Asylum-seekers,972
2018,Germany,China,"Refugees (incl. refugee-like situations)",1620
2018,Germany,"Côte d'Ivoire",Asylum-seekers,2046
2018,Germany,"Côte d'Ivoire","Refugees (incl. refugee-like situations)",520
2018,Germany,Cameroon,Asylum-seekers,2990
2018,Germany,Cameroon,"Refugees (incl. refugee-like situations)",698
2018,Germany,"Dem. Rep. of the Congo",Asylum-seekers,655
2018,Germany,"Dem. Rep. of the Congo","Refugees (incl. refugee-like situations)",1650
2018,Germany,Congo,Asylum-seekers,105
2018,Germany,Congo,"Refugees (incl. refugee-like situations)",276
2018,Germany,Colombia,Asylum-seekers,195
2018,Germany,Colombia,"Refugees (incl. refugee-like situations)",66
2018,Germany,Comoros,Asylum-seekers,16
2018,Germany,Comoros,"Refugees (incl. refugee-like situations)",*
2018,Germany,"Cabo Verde",Asylum-seekers,*
2018,Germany,"Cabo Verde","Refugees (incl. refugee-like situations)",*
2018,Germany,"Costa Rica",Asylum-seekers,*
2018,Germany,Cuba,Asylum-seekers,68
2018,Germany,Cuba,"Refugees (incl. refugee-like situations)",93
2018,Germany,Cyprus,Asylum-seekers,*
2018,Germany,"Czech Rep.","Refugees (incl. refugee-like situations)",752
2018,Germany,Djibouti,Asylum-seekers,22
2018,Germany,Djibouti,"Refugees (incl. refugee-like situations)",33
2018,Germany,Dominica,"Refugees (incl. refugee-like situations)",*
2018,Germany,"Dominican Rep.",Asylum-seekers,7
2018,Germany,"Dominican Rep.","Refugees (incl. refugee-like situations)",8
2018,Germany,Algeria,Asylum-seekers,1295
2018,Germany,Algeria,"Refugees (incl. refugee-like situations)",589
2018,Germany,Ecuador,Asylum-seekers,5
2018,Germany,Ecuador,"Refugees (incl. refugee-like situations)",13
2018,Germany,Egypt,Asylum-seekers,2589
2018,Germany,Egypt,"Refugees (incl. refugee-like situations)",2122
2018,Germany,Eritrea,Asylum-seekers,5914
2018,Germany,Eritrea,"Refugees (incl. refugee-like situations)",55334
2018,Germany,Spain,Asylum-seekers,24
2018,Germany,Spain,"Refugees (incl. refugee-like situations)",17
2018,Germany,Estonia,"Refugees (incl. refugee-like situations)",*
2018,Germany,Ethiopia,Asylum-seekers,6730
2018,Germany,Ethiopia,"Refugees (incl. refugee-like situations)",4780
2018,Germany,Finland,Asylum-seekers,*
2018,Germany,France,Asylum-seekers,*
2018,Germany,France,"Refugees (incl. refugee-like situations)",15
2018,Germany,Gabon,Asylum-seekers,38
2018,Germany,Gabon,"Refugees (incl. refugee-like situations)",10
2018,Germany,"United Kingdom",Asylum-seekers,*
2018,Germany,"United Kingdom","Refugees (incl. refugee-like situations)",15
2018,Germany,Georgia,Asylum-seekers,4717
2018,Germany,Georgia,"Refugees (incl. refugee-like situations)",633
2018,Germany,Ghana,Asylum-seekers,1742
2018,Germany,Ghana,"Refugees (incl. refugee-like situations)",549
2018,Germany,Guinea,Asylum-seekers,6167
2018,Germany,Guinea,"Refugees (incl. refugee-like situations)",2393
2018,Germany,Gambia,Asylum-seekers,7391
2018,Germany,Gambia,"Refugees (incl. refugee-like situations)",899
2018,Germany,Guinea-Bissau,Asylum-seekers,293
2018,Germany,Guinea-Bissau,"Refugees (incl. refugee-like situations)",92
2018,Germany,"Equatorial Guinea",Asylum-seekers,10
2018,Germany,"Equatorial Guinea","Refugees (incl. refugee-like situations)",23
2018,Germany,Greece,Asylum-seekers,*
2018,Germany,Greece,"Refugees (incl. refugee-like situations)",49
2018,Germany,Guatemala,Asylum-seekers,8
2018,Germany,Guatemala,"Refugees (incl. refugee-like situations)",*
2018,Germany,"China, Hong Kong SAR",Asylum-seekers,*
2018,Germany,Honduras,Asylum-seekers,14
2018,Germany,Honduras,"Refugees (incl. refugee-like situations)",64
2018,Germany,Croatia,Asylum-seekers,*
2018,Germany,Croatia,"Refugees (incl. refugee-like situations)",299
2018,Germany,Haiti,Asylum-seekers,10
2018,Germany,Haiti,"Refugees (incl. refugee-like situations)",17
2018,Germany,Hungary,"Refugees (incl. refugee-like situations)",250
2018,Germany,Indonesia,Asylum-seekers,19
2018,Germany,Indonesia,"Refugees (incl. refugee-like situations)",13
2018,Germany,India,Asylum-seekers,1313
2018,Germany,India,"Refugees (incl. refugee-like situations)",370
2018,Germany,"Iran (Islamic Rep. of)",Asylum-seekers,21407
2018,Germany,"Iran (Islamic Rep. of)","Refugees (incl. refugee-like situations)",41150
2018,Germany,Iraq,Asylum-seekers,41954
2018,Germany,Iraq,"Refugees (incl. refugee-like situations)",136463
2018,Germany,Iceland,"Refugees (incl. refugee-like situations)",*
2018,Germany,Israel,Asylum-seekers,38
2018,Germany,Israel,"Refugees (incl. refugee-like situations)",41
2018,Germany,Italy,Asylum-seekers,25
2018,Germany,Italy,"Refugees (incl. refugee-like situations)",27
